HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2014,PT,Portugal,4154,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2015,PT,Portugal,4474,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2016,PT,Portugal,4815,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2017,PT,Portugal,5396,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2018,PT,Portugal,4955,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2019,PT,Portugal,5273,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,S - susceptible isolates,N,2020,PT,Portugal,4839,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2001,PT,Portugal,418,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2002,PT,Portugal,442,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2003,PT,Portugal,786,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2004,PT,Portugal,718,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2005,PT,Portugal,1076,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2006,PT,Portugal,1259,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2007,PT,Portugal,1350,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2008,PT,Portugal,1584,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2009,PT,Portugal,1912,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2010,PT,Portugal,1928,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2011,PT,Portugal,1901,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2012,PT,Portugal,2154,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2013,PT,Portugal,2678,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2014,PT,Portugal,5024,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2015,PT,Portugal,5376,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2016,PT,Portugal,5784,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2017,PT,Portugal,6441,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2018,PT,Portugal,5881,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2019,PT,Portugal,6390,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Total tested isolates,N,2020,PT,Portugal,5793,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2005,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,PT,Portugal,4,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,PT,Portugal,23,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,PT,Portugal,22,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,PT,Portugal,12,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,PT,Portugal,14,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2012,PT,Portugal,25,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2013,PT,Portugal,8,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2014,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2015,PT,Portugal,3,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2016,PT,Portugal,6,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2017,PT,Portugal,3,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2018,PT,Portugal,5,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2019,PT,Portugal,2,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2020,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2006,PT,Portugal,42,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2007,PT,Portugal,42,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2008,PT,Portugal,103,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2009,PT,Portugal,115,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2010,PT,Portugal,159,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2011,PT,Portugal,195,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2012,PT,Portugal,248,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2013,PT,Portugal,268,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2014,PT,Portugal,521,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2015,PT,Portugal,681,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2016,PT,Portugal,819,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2017,PT,Portugal,911,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2018,PT,Portugal,884,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2019,PT,Portugal,873,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,R - resistant isolates,N,2020,PT,Portugal,779,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,-,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,13.37579617,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,11.35135135,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,18.96869244,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,20.53571428,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,26.67785234,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,31.50242326,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,31.79487179,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,29.38596491,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,30.53927315,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,32.58373205,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,35.04492939,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,33.52962826,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,34.37013996,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,32.23781388,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,28.2348677,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2005,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2006,PT,Portugal,272,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2007,PT,Portugal,324,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2008,PT,Portugal,417,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2009,PT,Portugal,423,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2010,PT,Portugal,425,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2011,PT,Portugal,410,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2012,PT,Portugal,507,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2013,PT,Portugal,636,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2014,PT,Portugal,1184,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2015,PT,Portugal,1406,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2016,PT,Portugal,1512,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2017,PT,Portugal,1803,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2018,PT,Portugal,1683,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2019,PT,Portugal,1833,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,S - susceptible isolates,N,2020,PT,Portugal,1979,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2005,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2006,PT,Portugal,314,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2007,PT,Portugal,370,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2008,PT,Portugal,543,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2009,PT,Portugal,560,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2010,PT,Portugal,596,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2011,PT,Portugal,619,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2012,PT,Portugal,780,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2013,PT,Portugal,912,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2014,PT,Portugal,1706,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2015,PT,Portugal,2090,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2016,PT,Portugal,2337,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2017,PT,Portugal,2717,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2018,PT,Portugal,2572,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2019,PT,Portugal,2708,
Antimicrobial resistance,Klebsiella pneumoniae|Aminoglycosides,Total tested isolates,N,2020,PT,Portugal,2759,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2005,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2006,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2007,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2008,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2009,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2010,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2011,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2012,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2013,PT,Portugal,6,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2014,PT,Portugal,6,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2015,PT,Portugal,8,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2016,PT,Portugal,29,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2017,PT,Portugal,28,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2018,PT,Portugal,46,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2019,PT,Portugal,31,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2020,PT,Portugal,21,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2006,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2007,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2008,PT,Portugal,1,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2009,PT,Portugal,4,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2010,PT,Portugal,6,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2011,PT,Portugal,2,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2012,PT,Portugal,5,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2013,PT,Portugal,16,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2014,PT,Portugal,30,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2015,PT,Portugal,70,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2016,PT,Portugal,121,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2017,PT,Portugal,235,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2018,PT,Portugal,300,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2019,PT,Portugal,292,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,R - resistant isolates,N,2020,PT,Portugal,322,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,-,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,-,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,0.72463768,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,0.82474226,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,1.3544018,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,0.34482758,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,0.66755674,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,1.7699115,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,1.76366843,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,3.35731414,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,5.17094017,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,8.63970588,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,11.70503316,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,10.85501858,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,11.58273381,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2006,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2007,PT,Portugal,57,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2008,PT,Portugal,137,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2009,PT,Portugal,481,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2010,PT,Portugal,436,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2011,PT,Portugal,577,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2012,PT,Portugal,743,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2013,PT,Portugal,882,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2014,PT,Portugal,1665,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2015,PT,Portugal,2007,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2016,PT,Portugal,2190,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2017,PT,Portugal,2457,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2018,PT,Portugal,2217,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2019,PT,Portugal,2367,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,S - susceptible isolates,N,2020,PT,Portugal,2437,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2006,PT,Portugal,0,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2007,PT,Portugal,57,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2008,PT,Portugal,138,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2009,PT,Portugal,485,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2010,PT,Portugal,443,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2011,PT,Portugal,580,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2012,PT,Portugal,749,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2013,PT,Portugal,904,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2014,PT,Portugal,1701,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2015,PT,Portugal,2085,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2016,PT,Portugal,2340,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2017,PT,Portugal,2720,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2018,PT,Portugal,2563,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2019,PT,Portugal,2690,
Antimicrobial resistance,Klebsiella pneumoniae|Carbapenems,Total tested isolates,N,2020,PT,Portugal,2780,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2006,PT,Portugal,25,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2007,PT,Portugal,24,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2008,PT,Portugal,47,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2009,PT,Portugal,77,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2010,PT,Portugal,110,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2011,PT,Portugal,128,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2012,PT,Portugal,195,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2013,PT,Portugal,197,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2014,PT,Portugal,388,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2015,PT,Portugal,520,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2016,PT,Portugal,634,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2017,PT,Portugal,770,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2018,PT,Portugal,677,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2019,PT,Portugal,713,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)",R - resistant isolates,N,2020,PT,Portugal,652,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2005,PT,Portugal,-,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2006,PT,Portugal,8.38926174,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2007,PT,Portugal,6.99708454,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2008,PT,Portugal,8.93536121,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2009,PT,Portugal,14.58333333,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2010,PT,Portugal,19.40035273,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2011,PT,Portugal,20.84690553,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2012,PT,Portugal,25.12886597,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2013,PT,Portugal,21.67216721,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2014,PT,Portugal,22.75659824,
Antimicrobial resistance,"Klebsiella pneumoniae|Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",%,2015,PT,Portugal,24.95201535,
